3442261340.jpg,http://farm4.static.flickr.com/3543/3442261340_8cfee5b04c_b.jpg,684,1024,777.72152
5452036852.jpg,http://farm6.static.flickr.com/5293/5452036852_9b4177c0c9_b.jpg,1024,765,880.42328
5454731780.jpg,http://farm6.static.flickr.com/5058/5454731780_d96d6af47e_b.jpg,1024,768,1183.81503
5809441961.jpg,http://farm4.static.flickr.com/3151/5809441961_7dcfe1346b_b.jpg,1024,683,2846.99552
1802254447.jpg,http://farm3.static.flickr.com/2057/1802254447_e65c0a7c49_b.jpg,682,1024,3228.82883
2542869780.jpg,http://farm4.static.flickr.com/3096/2542869780_4321289cf3_b.jpg,768,1024,1084.44444
5611243598.jpg,http://farm6.static.flickr.com/5224/5611243598_9303ae03a8_b.jpg,1024,719,568.88889
5748113613.jpg,http://farm3.static.flickr.com/2750/5748113613_73dd44f9a3_b.jpg,683,1024,5073.87387
2721065081.jpg,http://farm4.static.flickr.com/3161/2721065081_3fcef886f7_b.jpg,1024,685,781.01695
2721066329.jpg,http://farm4.static.flickr.com/3044/2721066329_7164417244_b.jpg,1024,685,781.01695
5311439155.jpg,http://farm6.static.flickr.com/5287/5311439155_15495b9d76_b.jpg,768,1024,1047.27273
5171643198.jpg,http://farm5.static.flickr.com/4129/5171643198_dccd9fb551_b.jpg,1024,640,796.44444
4098207062.jpg,http://farm3.static.flickr.com/2564/4098207062_edb8db4d86_b.jpg,716,1024,922.52252
2934846061.jpg,http://farm4.static.flickr.com/3186/2934846061_a42ec7fb71_b.jpg,1024,768,841.91750
3025892026.jpg,http://farm4.static.flickr.com/3059/3025892026_28389ed671_b.jpg,1024,685,1345.08475
4942399372.jpg,http://farm5.static.flickr.com/4079/4942399372_b1a1e0570e_b.jpg,1024,684,1183.81503
2191879673.jpg,http://farm3.static.flickr.com/2332/2191879673_50e0e18dc5_b.jpg,768,1024,1102.22222
1433966398.jpg,http://farm2.static.flickr.com/1003/1433966398_503e0e3221_b.jpg,683,1024,910.22222
2636893218.jpg,http://farm4.static.flickr.com/3011/2636893218_325a027191_b.jpg,1024,683,461.26126
2272774908.jpg,http://farm3.static.flickr.com/2218/2272774908_6f26827746_b.jpg,683,1024,1014.77477
2527825858.jpg,http://farm4.static.flickr.com/3254/2527825858_2f9e863d2e_b.jpg,1024,771,691.89189
2720127268.jpg,http://farm4.static.flickr.com/3262/2720127268_fa2b486797_b.jpg,1024,769,1066.66667
430811346.jpg,http://farm1.static.flickr.com/162/430811346_9252d8dccc_b.jpg,1024,768,1191.11111
557707367.jpg,http://farm2.static.flickr.com/1260/557707367_a592900286_b.jpg,1024,768,1031.11111
5517129022.jpg,http://farm6.static.flickr.com/5212/5517129022_79cf33c4e2_b.jpg,1024,685,781.01695
4056194473.jpg,http://farm4.static.flickr.com/3525/4056194473_094fe3f253_b.jpg,1024,683,1001.11732
5896103449.jpg,http://farm6.static.flickr.com/5064/5896103449_fa2c7a168d_b.jpg,1024,676,568.88889
2542867608.jpg,http://farm3.static.flickr.com/2321/2542867608_20998c2e65_b.jpg,768,1024,1066.66667
3381178404.jpg,http://farm4.static.flickr.com/3545/3381178404_21fcba6593_b.jpg,1024,576,455.59322
2411666270.jpg,http://farm3.static.flickr.com/2404/2411666270_8924bb3225_b.jpg,1024,629,13837.83784
2726423639.jpg,http://farm4.static.flickr.com/3090/2726423639_4c4b42e98e_b.jpg,954,1024,7288.25623
3594171060.jpg,http://farm4.static.flickr.com/3650/3594171060_4bc80972f0_b.jpg,960,1024,1296.62338
5228999442.jpg,http://farm6.static.flickr.com/5204/5228999442_9b0c4fc944_b.jpg,1024,512,477.28814
460051294.jpg,http://farm1.static.flickr.com/209/460051294_328205cddc_b.jpg,768,1024,1127.31327
2946142256.jpg,http://farm4.static.flickr.com/3151/2946142256_33c49f0305_b.jpg,1024,768,2177.66234
335975535.jpg,http://farm1.static.flickr.com/130/335975535_6c9ee174ca_b.jpg,768,1024,1541.13712
4179697443.jpg,http://farm5.static.flickr.com/4039/4179697443_e957e134db_b.jpg,768,1024,1351.11111
2221084552.jpg,http://farm3.static.flickr.com/2076/2221084552_e665762f58_b.jpg,768,1024,3946.66667
4403503251.jpg,http://farm5.static.flickr.com/4027/4403503251_6971705e08_b.jpg,1024,768,2542.22222
4717461622.jpg,http://farm5.static.flickr.com/4051/4717461622_a243ddf0a6_b.jpg,804,1024,977.77778
4632315757.jpg,http://farm5.static.flickr.com/4033/4632315757_966c04ee9f_b.jpg,1024,681,682.66667
4835074688.jpg,http://farm5.static.flickr.com/4145/4835074688_cba1452c7b_b.jpg,1024,768,704.58716
2103077269.jpg,http://farm3.static.flickr.com/2035/2103077269_2cd76d794e_b.jpg,1024,685,433.89831
1178622530.jpg,http://farm2.static.flickr.com/1361/1178622530_497727bc15_b.jpg,787,1024,1120.00000
